ID;HTS;TAMHOGAR;INGFAM;SEXO;AUTLIC;HORA;ORIGEN;DESTINO;JEFEHOGAR;NUMAUTO;NUMEST;NUMTRAB;LICTOT;CANTALT;ELECCION;TV1;TV2;TV3;TV4;TV5;TV6;TV7;TV8;TV9;TV6A;TV6M;TV7A;TV7M;TV8T;TV8M;TV9B;TV9M;TC1;TC2;TC3;TC4;TC5;TC6;TC7;TC8;TC9;TE3;TE4;TE5;TE6;TE7;TE8;TE9;CT1;CT2;CT3;CT4;CT5;CT6;CT7;CT8;CT9;DISP1;DISP2;DISP3;DISP4;DISP5;DISP6;DISP7;DISP8;DISP9
175;52;8;200.00;1;0.83;830;417;701;0;5;0;5;6;7;6;14.13;0.00;17.12;0.00;22.58;16.17;23.07;14.60;14.90;7.07;9.10;13.97;9.10;9.50;5.10;9.80;5.10;14.52;0.00;8.17;0.00;9.72;5.77;5.77;9.97;9.97;0.80;0.00;0.90;1.30;1.30;2.08;2.00;3.67;0.00;1.70;0.00;0.68;5.75;0.48;2.14;1.12;1;0;1;0;1;1;1;1;1
176;48;5;36.00;0;1.00;725;516;701;1;1;2;2;1;4;5;0.00;0.00;17.85;0.00;24.82;0.00;0.00;20.78;25.30;0.00;0.00;0.00;0.00;6.78;14.00;11.30;14.00;0.00;0.00;4.57;0.00;2.63;0.00;0.00;9.00;9.00;0.50;0.00;3.00;0.00;0.00;1.80;2.30;0.00;0.00;1.70;0.00;0.61;0.00;0.00;1.46;1.05;0;0;1;0;1;0;0;1;1
177;60;5;53.00;1;0.00;800;405;512;1;0;1;3;0;3;5;0.00;0.00;0.00;0.00;22.65;0.00;0.00;16.00;16.00;0.00;0.00;0.00;0.00;4.60;11.40;4.60;11.40;0.00;0.00;0.00;0.00;3.83;0.00;0.00;3.72;3.72;0.00;0.00;0.20;0.00;0.00;4.50;4.10;0.00;0.00;0.00;0.00;1.36;0.00;0.00;1.70;2.21;0;0;0;0;1;0;0;1;1
178;44;4;65.00;0;0.50;815;118;700;1;1;2;2;2;8;9;14.87;14.87;20.22;0.00;35.17;19.87;31.43;19.85;21.45;4.77;15.10;16.33;15.10;4.75;15.10;12.57;8.88;0.60;0.60;8.88;0.00;8.88;5.88;5.88;9.97;9.97;0.60;0.00;1.60;1.30;1.30;1.90;2.00;2.18;0.75;2.04;0.00;0.68;1.43;0.44;2.48;1.12;1;1;1;0;1;1;1;1;1
179;44;2;185.00;1;0.50;825;311;700;1;1;0;2;2;5;4;14.65;0.00;12.73;12.80;27.00;13.40;0.00;0.00;0.00;0.60;12.80;0.00;0.00;0.00;0.00;0.00;0.00;2.17;0.00;9.23;13.43;9.48;5.40;0.00;0.00;0.00;0.40;1.30;0.70;1.30;0.00;0.00;0.00;1.12;0.00;1.70;0.44;0.68;1.19;0.00;0.00;0.00;1;0;1;1;1;1;0;0;0
180;50;2;24.00;0;0.00;750;502;110;1;0;0;2;0;2;4;0.00;0.00;0.00;8.70;13.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18.72;3.37;0.00;0.00;0.00;0.00;0.00;2.00;0.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.37;1.36;0.00;0.00;0.00;0.00;0;0;0;1;1;0;0;0;0
181;48;4;180.00;0;1.00;810;313;511;0;2;0;2;2;5;4;10.77;11.27;9.77;8.50;11.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.40;0.00;15.37;10.57;14.17;0.00;0.00;0.00;0.00;0.50;3.20;0.70;0.00;0.00;0.00;0.00;6.56;1.33;2.72;0.75;1.36;0.00;0.00;0.00;0.00;1;1;1;1;1;0;0;0;0
182;44;2;20.00;1;1.00;720;408;700;1;1;0;1;1;5;1;11.07;0.00;13.28;0.00;16.88;14.08;0.00;0.00;14.70;2.58;11.50;0.00;0.00;0.00;0.00;3.20;11.50;9.37;0.00;5.22;0.00;5.33;5.40;0.00;0.00;10.50;0.80;0.00;0.90;1.30;0.00;0.00;1.90;3.74;0.00;1.70;0.00;0.68;1.36;0.00;0.00;1.12;1;0;1;0;1;1;0;0;1
183;48;2;50.00;1;0.00;745;315;511;1;0;1;1;0;3;5;0.00;0.00;0.00;0.00;15.10;0.00;0.00;11.48;12.05;0.00;0.00;0.00;0.00;4.18;7.30;4.75;7.30;0.00;0.00;0.00;0.00;2.88;0.00;0.00;8.17;8.17;0.00;0.00;1.80;0.00;0.00;5.50;5.00;0.00;0.00;0.00;0.00;1.36;0.00;0.00;2.21;2.21;0;0;0;0;1;0;0;1;1
184;60;5;55.00;1;0.00;810;314;107;1;0;3;2;0;2;5;0.00;0.00;0.00;9.30;11.98;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14.17;7.20;0.00;0.00;0.00;0.00;0.00;3.20;0.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.85;1.36;0.00;0.00;0.00;0.00;0;0;0;1;1;0;0;0;0
185;45;2;25.00;1;0.00;800;407;512;1;0;0;1;0;3;5;0.00;0.00;0.00;0.00;23.02;0.00;0.00;18.83;19.52;0.00;0.00;0.00;0.00;7.43;11.40;8.12;11.40;0.00;0.00;0.00;0.00;4.57;0.00;0.00;9.60;9.60;0.00;0.00;1.30;0.00;0.00;3.60;4.50;0.00;0.00;0.00;0.00;1.36;0.00;0.00;1.87;2.21;0;0;0;0;1;0;0;1;1
186;45;6;84.00;0;0.00;820;504;107;0;0;2;3;2;2;4;0.00;0.00;0.00;8.10;11.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.97;4.68;0.00;0.00;0.00;0.00;0.00;3.20;0.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.75;1.36;0.00;0.00;0.00;0.00;0;0;0;1;1;0;0;0;0
187;40;5;110.00;0;0.66;740;409;701;1;2;0;2;3;5;6;17.30;0.00;20.28;0.00;29.05;16.77;0.00;0.00;16.80;2.77;14.00;0.00;0.00;0.00;0.00;2.80;14.00;1.20;0.00;6.60;0.00;6.83;12.12;0.00;0.00;16.57;0.80;0.00;0.90;1.30;0.00;0.00;1.70;4.05;0.00;1.70;0.00;0.68;0.88;0.00;0.00;1.05;1;0;1;0;1;1;0;0;1
188;48;3;160.00;1;1.00;815;313;511;1;2;1;2;2;7;1;6.97;7.47;6.58;0.00;12.67;9.92;13.67;10.00;0.00;2.62;7.30;6.37;7.30;2.70;7.30;0.00;0.00;2.17;0.00;6.60;0.00;3.48;5.77;4.57;7.57;0.00;0.50;0.00;5.00;3.20;3.20;3.70;0.00;8.74;1.53;2.72;0.00;1.36;2.24;0.88;2.21;0.00;1;1;1;0;1;1;1;1;0
189;40;6;150.00;1;0.66;745;102;700;0;2;4;3;3;6;5;9.25;9.25;7.50;0.00;14.57;18.27;23.17;0.00;0.00;9.38;8.88;14.28;8.88;0.00;0.00;0.00;0.00;1.20;1.20;4.43;0.00;9.72;6.97;6.97;0.00;0.00;0.60;0.00;1.50;1.30;1.30;0.00;0.00;0.51;0.24;2.04;0.00;0.61;1.67;0.48;0.00;0.00;1;1;1;0;1;1;1;0;0
190;44;6;67.00;1;1.00;745;322;700;1;2;4;1;2;5;9;20.18;0.00;0.00;0.00;38.03;21.08;0.00;19.68;23.23;5.98;15.10;0.00;0.00;4.58;15.10;8.13;15.10;1.20;0.00;0.00;0.00;10.43;6.97;0.00;10.68;10.68;0.00;0.00;0.50;1.30;0.00;1.90;1.60;5.17;0.00;0.00;0.00;0.68;1.63;0.00;1.29;1.05;1;0;0;0;1;1;0;1;1
191;45;2;80.00;0;1.00;745;321;700;1;1;0;1;1;8;6;17.03;17.03;18.98;0.00;35.82;18.88;20.78;18.90;21.40;6.08;12.80;7.98;12.80;3.80;15.10;6.30;15.10;3.97;3.97;7.13;0.00;7.38;6.97;6.97;7.50;7.62;1.00;0.00;0.50;1.30;1.30;2.30;1.60;3.94;0.68;2.04;0.00;0.61;1.97;0.48;1.80;1.05;1;1;1;0;1;1;1;1;1
192;48;5;40.00;1;1.00;800;400;511;1;1;3;1;1;6;1;10.77;0.00;8.20;0.00;14.03;11.73;0.00;11.97;13.78;2.23;9.50;0.00;0.00;2.47;9.50;4.28;9.50;8.40;0.00;10.80;0.00;3.83;5.77;0.00;6.00;6.00;0.50;0.00;0.70;3.20;0.00;3.70;3.80;2.86;0.00;2.72;0.00;1.36;1.94;0.00;2.21;2.21;1;0;1;0;1;1;0;1;1
193;40;3;60.00;0;1.00;805;502;701;1;1;0;3;1;6;3;0.00;12.85;11.48;0.00;22.53;0.00;15.57;10.77;11.50;0.00;0.00;7.77;7.80;2.97;7.80;3.70;7.80;0.00;6.23;5.88;0.00;6.00;0.00;8.63;10.68;10.68;0.50;0.00;0.60;0.00;1.30;1.80;2.10;0.00;0.34;1.70;0.00;0.61;0.00;0.44;1.46;1.12;0;1;1;0;1;0;1;1;1
194;45;4;85.00;1;1.00;800;315;702;1;2;2;1;2;7;9;0.00;13.28;14.65;0.00;32.07;15.75;24.37;14.80;17.70;2.95;12.80;11.57;12.80;2.00;12.80;4.90;12.80;0.00;6.97;12.00;0.00;12.12;9.23;9.23;15.00;15.00;0.40;0.00;0.70;1.30;1.30;1.70;1.50;0.00;0.54;2.04;0.00;0.68;1.02;0.44;1.29;1.05;0;1;1;0;1;1;1;1;1
195;44;2;150.00;1;1.00;745;405;28;0;2;0;2;2;5;1;14.33;14.33;11.02;6.60;16.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.23;0.23;9.72;16.08;9.83;0.00;0.00;0.00;0.00;0.80;1.30;0.90;0.00;0.00;0.00;0.00;0.71;0.34;1.70;0.44;0.68;0.00;0.00;0.00;0.00;1;1;1;1;1;0;0;0;0
196;45;5;120.00;1;0.50;745;503;701;1;1;2;1;2;7;5;16.38;16.38;12.98;0.00;25.73;17.32;19.62;0.00;17.80;6.92;10.40;9.22;10.40;0.00;0.00;8.70;9.10;6.12;6.12;4.80;0.00;4.92;8.63;8.63;0.00;15.83;0.50;0.00;0.60;1.30;1.30;0.00;1.80;4.42;0.51;1.70;0.00;0.68;1.60;0.48;0.00;1.12;1;1;1;0;1;1;1;0;1
197;48;4;23.00;1;0.00;740;414;511;0;0;0;1;0;4;5;0.00;0.00;15.03;0.00;21.98;0.00;0.00;15.20;16.70;0.00;0.00;0.00;0.00;3.30;11.90;4.80;11.90;0.00;0.00;10.57;0.00;12.37;0.00;0.00;11.52;11.52;1.30;0.00;1.30;0.00;0.00;4.50;3.50;0.00;0.00;3.40;0.00;1.70;0.00;0.00;2.21;2.21;0;0;1;0;1;0;0;1;1
198;48;5;150.00;0;0.66;750;712;31;0;2;3;1;3;4;4;15.57;0.00;13.88;14.00;28.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.63;0.00;15.83;18.83;15.97;0.00;0.00;0.00;0.00;0.40;1.30;0.70;0.00;0.00;0.00;0.00;4.56;0.00;2.04;0.48;0.68;0.00;0.00;0.00;0.00;1;0;1;1;1;0;0;0;0
199;48;5;85.00;0;0.66;730;111;701;1;2;3;1;3;6;6;13.85;13.85;0.00;0.00;0.00;18.72;28.90;18.18;20.42;5.82;12.90;16.00;12.90;4.18;14.00;6.42;14.00;6.23;6.23;0.00;0.00;0.00;8.63;8.63;12.23;12.23;0.00;0.00;0.00;1.30;1.30;1.70;3.00;4.32;0.44;0.00;0.00;0.00;1.46;0.48;1.50;1.05;1;1;0;0;0;1;1;1;1
200;48;3;33.00;0;0.00;750;306;110;1;0;0;1;0;2;5;0.00;0.00;8.58;0.00;14.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.92;0.00;1.92;0.00;0.00;0.00;0.00;0.40;0.00;0.50;0.00;0.00;0.00;0.00;0.00;0.00;2.72;0.00;1.36;0.00;0.00;0.00;0.00;0;0;1;0;1;0;0;0;0
201;40;4;80.00;0;0.00;715;122;701;1;0;3;1;0;6;5;0.00;17.23;15.30;0.00;27.33;0.00;32.48;22.43;26.95;0.00;0.00;18.48;14.00;8.43;14.00;12.95;14.00;0.00;6.23;6.37;0.00;9.23;0.00;8.63;10.08;10.08;0.60;0.00;6.00;0.00;1.30;1.90;2.90;0.00;0.71;2.04;0.00;0.65;0.00;0.48;1.63;1.12;0;1;1;0;1;0;1;1;1
202;55;2;150.00;1;0.50;800;517;701;1;1;0;1;2;8;8;24.05;24.05;21.20;0.00;39.07;19.92;21.43;21.17;25.60;5.92;14.00;7.43;14.00;7.17;14.00;11.60;14.00;7.92;7.92;4.08;0.00;4.20;8.63;8.63;8.88;8.88;0.50;0.00;1.60;1.30;1.30;1.80;2.60;4.49;0.88;1.70;0.00;0.68;1.84;0.48;1.46;1.12;1;1;1;0;1;1;1;1;1
203;45;5;55.00;1;0.50;750;318;107;1;1;3;1;2;4;4;12.17;12.17;0.00;8.70;13.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.40;0.97;0.00;21.72;7.57;0.00;0.00;0.00;0.00;0.00;2.00;0.20;0.00;0.00;0.00;0.00;3.57;1.26;0.00;0.37;1.36;0.00;0.00;0.00;0.00;1;1;0;1;1;0;0;0;0
204;45;7;80.00;1;0.50;755;502;107;1;1;4;2;2;4;4;13.08;13.08;0.00;9.80;14.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.40;0.97;0.00;17.17;1.57;0.00;0.00;0.00;0.00;0.00;2.00;0.20;0.00;0.00;0.00;0.00;3.74;1.36;0.00;0.37;1.36;0.00;0.00;0.00;0.00;1;1;0;1;1;0;0;0;0
205;40;2;50.00;0;0.00;745;120;702;1;0;0;2;0;6;7;0.00;14.05;19.27;0.00;33.13;0.00;27.40;19.68;23.33;0.00;0.00;22.20;5.20;6.88;12.80;10.53;12.80;0.00;2.40;3.00;0.00;3.23;0.00;3.97;3.37;3.48;0.60;0.00;0.80;0.00;1.30;1.90;2.90;0.00;0.65;2.04;0.00;0.68;0.00;0.48;1.46;1.12;0;1;1;0;1;0;1;1;1
206;50;4;140.00;1;0.33;820;711;701;1;1;0;2;3;4;4;14.82;0.00;11.53;12.90;24.42;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.83;0.00;10.68;10.68;10.68;0.00;0.00;0.00;0.00;0.40;1.30;0.70;0.00;0.00;0.00;0.00;2.82;0.00;2.04;0.44;0.68;0.00;0.00;0.00;0.00;1;0;1;1;1;0;0;0;0
207;50;2;100.00;1;0.50;800;502;701;1;1;0;1;2;6;5;0.00;0.00;10.78;0.00;22.18;12.42;18.07;12.82;12.03;4.62;7.80;10.27;7.80;3.72;9.10;4.23;7.80;0.00;0.00;5.63;0.00;1.80;0.60;0.60;2.03;2.03;0.50;0.00;0.60;1.30;1.30;1.80;2.10;0.00;0.00;1.70;0.00;0.68;0.99;0.44;1.46;1.02;0;0;1;0;1;1;1;1;1
208;48;4;49.00;1;1.00;830;504;113;1;1;2;1;1;4;4;9.08;9.68;0.00;8.10;11.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.20;0.00;0.00;1.92;0.23;0.00;0.00;0.00;0.00;0.00;3.20;0.20;0.00;0.00;0.00;0.00;5.44;0.71;0.00;0.75;1.36;0.00;0.00;0.00;0.00;1;1;0;1;1;0;0;0;0
209;48;4;100.00;0;0.00;805;511;701;0;0;2;2;1;4;9;0.00;0.00;16.17;0.00;30.38;0.00;0.00;17.30;19.00;0.00;0.00;0.00;0.00;3.30;14.00;5.00;14.00;0.00;0.00;3.97;0.00;4.08;0.00;0.00;4.20;4.32;0.50;0.00;0.60;0.00;0.00;1.80;1.80;0.00;0.00;1.70;0.00;0.68;0.00;0.00;1.50;1.26;0;0;1;0;1;0;0;1;1
210;45;4;100.00;1;0.25;745;310;512;1;1;2;2;4;6;1;6.13;6.63;6.20;0.00;12.93;8.37;15.25;0.00;0.00;1.17;7.20;8.05;7.20;0.00;0.00;0.00;0.00;7.92;0.00;7.08;0.00;2.52;4.32;3.12;0.00;0.00;0.40;0.00;0.50;3.20;3.20;0.00;0.00;8.67;1.05;1.36;0.00;1.36;1.70;0.85;0.00;0.00;1;1;1;0;1;1;1;0;0
211;48;7;70.00;0;0.33;820;318;113;0;1;2;2;3;3;4;0.00;10.93;0.00;10.30;12.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.00;1.08;0.00;0.00;0.00;0.00;0.00;3.20;0.20;0.00;0.00;0.00;0.00;0.00;1.19;0.00;0.75;1.36;0.00;0.00;0.00;0.00;0;1;0;1;1;0;0;0;0
212;48;5;70.00;1;1.00;815;419;512;1;1;2;2;1;5;8;16.87;0.00;0.00;0.00;19.72;16.05;0.00;16.00;16.20;3.35;12.70;0.00;0.00;3.30;12.70;3.50;12.70;5.40;0.00;0.00;0.00;1.43;4.57;0.00;4.32;4.32;0.00;0.00;1.30;3.20;0.00;3.60;3.80;5.10;0.00;0.00;0.00;1.36;2.28;0.00;1.94;2.11;1;0;0;0;1;1;0;1;1
213;48;5;90.00;0;0.50;820;502;110;1;1;2;2;2;4;4;13.37;13.27;0.00;11.40;14.53;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.40;0.00;0.00;12.00;5.52;0.00;0.00;0.00;0.00;0.00;3.20;0.20;0.00;0.00;0.00;0.00;3.74;1.29;0.00;0.85;1.36;0.00;0.00;0.00;0.00;1;1;0;1;1;0;0;0;0
214;48;4;100.00;0;1.00;830;210;110;0;2;1;1;2;2;5;0.00;3.73;0.00;0.00;3.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.77;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.27;0.00;0.00;1.36;0.00;0.00;0.00;0.00;0;1;0;0;1;0;0;0;0
215;50;5;60.00;1;1.00;750;57;701;1;1;2;1;1;8;5;7.17;7.17;5.93;0.00;10.82;6.73;16.35;5.10;6.10;3.13;3.60;12.75;3.60;3.90;1.20;2.50;3.60;5.63;5.63;12.12;0.00;12.23;5.77;5.77;12.83;12.83;0.50;0.00;1.20;1.30;1.30;1.80;1.60;0.24;0.10;1.70;0.00;0.61;1.19;0.44;1.46;1.05;1;1;1;0;1;1;1;1;1
216;40;5;100.00;0;0.00;800;501;701;0;0;2;2;1;4;5;0.00;11.32;9.17;0.00;15.97;0.00;0.00;0.00;12.30;0.00;0.00;0.00;0.00;0.00;0.00;5.80;6.50;0.00;8.63;7.08;0.00;10.20;0.00;0.00;0.00;9.97;0.50;0.00;1.10;0.00;0.00;0.00;2.80;0.00;0.17;1.70;0.00;0.58;0.00;0.00;0.00;1.12;0;1;1;0;1;0;0;0;1
217;48;5;70.00;1;0.00;830;411;512;1;0;3;1;1;4;5;0.00;0.00;16.27;0.00;17.62;0.00;0.00;16.18;17.02;0.00;0.00;0.00;0.00;3.48;12.70;4.32;12.70;0.00;0.00;9.60;0.00;12.48;0.00;0.00;7.68;7.68;1.30;0.00;0.50;0.00;0.00;4.50;3.40;0.00;0.00;2.72;0.00;1.70;0.00;0.00;2.21;2.21;0;0;1;0;1;0;0;1;1
218;50;3;180.00;1;1.00;800;124;701;0;2;1;2;2;8;1;10.77;10.77;15.88;0.00;26.28;17.18;24.58;16.23;17.53;3.18;14.00;10.58;14.00;2.23;14.00;3.53;14.00;8.52;8.52;6.97;0.00;7.08;5.77;5.77;5.17;6.97;0.60;0.00;2.80;1.30;1.30;1.90;2.10;5.17;0.48;2.04;0.00;0.68;1.29;0.44;1.46;1.12;1;1;1;0;1;1;1;1;1
219;48;2;200.00;1;0.50;900;324;701;1;1;1;1;2;8;1;19.48;19.48;17.52;0.00;31.62;21.52;29.33;20.13;23.52;7.52;14.00;15.33;14.00;6.13;14.00;9.52;14.00;5.17;5.17;4.20;0.00;8.77;5.17;5.17;6.37;6.37;1.00;0.00;4.80;1.30;1.30;2.30;2.10;7.21;0.88;2.04;0.00;0.68;1.77;0.48;1.46;1.05;1;1;1;0;1;1;1;1;1
220;45;5;250.00;1;0.66;900;110;701;0;2;2;2;3;8;6;10.53;10.53;11.37;0.00;26.83;14.60;18.28;13.57;15.73;5.50;9.10;9.18;9.10;4.47;9.10;6.63;9.10;11.17;11.17;3.83;0.00;3.97;5.77;5.77;6.00;6.00;0.60;0.00;1.60;1.30;1.30;1.90;1.80;0.71;0.37;2.04;0.00;0.68;0.75;0.48;2.18;1.09;1;1;1;0;1;1;1;1;1
221;48;3;35.00;1;0.00;730;410;513;1;0;0;1;0;2;5;0.00;0.00;0.00;0.00;18.20;0.00;0.00;18.72;0.00;0.00;0.00;0.00;0.00;5.12;13.60;0.00;0.00;0.00;0.00;0.00;0.00;8.03;0.00;0.00;10.68;0.00;0.00;0.00;3.80;0.00;0.00;4.50;0.00;0.00;0.00;0.00;0.00;1.36;0.00;0.00;2.21;0.00;0;0;0;0;1;0;0;1;0
222;48;6;120.00;1;1.00;705;313;513;1;1;4;1;1;4;5;8.27;0.00;0.00;0.00;12.32;12.37;0.00;11.70;0.00;3.37;9.00;0.00;0.00;2.70;9.00;0.00;0.00;5.40;0.00;0.00;0.00;9.83;9.12;0.00;16.32;0.00;0.00;0.00;1.10;3.20;0.00;4.50;0.00;4.42;0.00;0.00;0.00;1.36;2.14;0.00;2.21;0.00;1;0;0;0;1;1;0;1;0
223;76;5;120.00;1;1.00;728;506;701;1;2;3;2;2;8;1;12.95;12.95;15.03;0.00;28.08;13.92;15.12;13.90;15.70;3.52;10.40;4.72;10.40;3.50;10.40;5.30;10.40;11.40;11.40;3.83;0.00;5.40;8.63;8.63;8.63;8.63;0.50;0.00;0.60;1.30;1.30;1.80;2.00;1.56;0.44;1.70;0.00;0.61;1.43;0.44;1.46;1.05;1;1;1;0;1;1;1;1;1
224;48;2;75.00;1;0.00;845;406;512;1;0;0;1;2;4;5;0.00;0.00;9.20;0.00;11.23;0.00;0.00;12.70;18.78;0.00;0.00;0.00;0.00;4.60;8.10;8.48;10.30;0.00;0.00;7.20;0.00;13.08;0.00;0.00;5.28;8.40;0.50;0.00;1.30;0.00;0.00;3.70;4.20;0.00;0.00;2.72;0.00;2.04;0.00;0.00;2.21;2.21;0;0;1;0;1;0;0;1;1
225;40;2;45.00;1;0.50;800;406;31;1;1;1;1;2;5;4;11.28;11.28;14.18;10.40;21.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.23;6.23;9.83;19.20;10.08;0.00;0.00;0.00;0.00;0.80;1.30;0.90;0.00;0.00;0.00;0.00;3.98;0.27;1.70;0.48;0.61;0.00;0.00;0.00;0.00;1;1;1;1;1;0;0;0;0
226;48;4;60.00;1;0.00;715;313;512;1;0;2;2;1;3;5;0.00;0.00;6.03;0.00;11.18;0.00;0.00;10.80;0.00;0.00;0.00;0.00;0.00;2.70;8.10;0.00;0.00;0.00;0.00;6.00;0.00;1.20;0.00;0.00;6.00;0.00;0.40;0.00;0.50;0.00;0.00;3.60;0.00;0.00;0.00;1.36;0.00;1.36;0.00;0.00;2.21;0.00;0;0;1;0;1;0;0;1;0
227;45;2;120.00;1;1.00;745;126;701;1;2;0;1;2;3;1;14.05;0.00;0.00;0.00;0.00;18.18;30.75;0.00;0.00;4.18;14.00;16.75;14.00;0.00;0.00;0.00;0.00;5.77;0.00;0.00;0.00;0.00;8.63;8.63;0.00;0.00;0.00;0.00;0.00;1.30;1.30;0.00;0.00;2.72;0.00;0.00;0.00;0.00;1.39;0.44;0.00;0.00;1;0;0;0;0;1;1;0;0
228;48;4;90.00;1;0.33;730;128;701;1;1;2;1;3;7;1;16.63;0.00;18.92;0.00;36.10;19.72;28.42;20.85;25.22;5.72;14.00;14.42;14.00;6.85;14.00;16.12;9.10;10.32;0.00;8.52;0.00;8.52;8.63;8.63;13.32;8.03;0.60;0.00;2.50;1.30;1.30;1.90;2.60;3.98;0.00;2.04;0.00;0.68;1.53;0.48;1.63;1.12;1;0;1;0;1;1;1;1;1
229;45;6;60.00;1;1.00;815;503;107;1;1;2;2;1;3;4;11.33;0.00;0.00;9.30;12.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.40;0.00;0.00;12.00;6.72;0.00;0.00;0.00;0.00;0.00;3.20;0.20;0.00;0.00;0.00;0.00;3.50;0.00;0.00;0.75;1.36;0.00;0.00;0.00;0.00;1;0;0;1;1;0;0;0;0
230;44;4;80.00;1;0.00;750;322;702;1;0;3;1;0;4;9;0.00;0.00;17.43;0.00;34.45;0.00;0.00;18.02;21.87;0.00;0.00;0.00;0.00;5.22;12.80;9.07;12.80;0.00;0.00;3.37;0.00;3.37;0.00;0.00;3.60;3.60;1.00;0.00;0.30;0.00;0.00;2.30;1.60;0.00;0.00;2.04;0.00;0.68;0.00;0.00;1.50;1.16;0;0;1;0;1;0;0;1;1
231;40;8;38.00;1;0.00;750;412;512;1;0;5;2;0;4;5;0.00;0.00;21.07;0.00;28.90;0.00;0.00;17.50;17.60;0.00;0.00;0.00;0.00;4.80;12.70;4.90;12.70;0.00;0.00;7.57;0.00;7.57;0.00;0.00;7.92;7.92;2.30;0.00;0.30;0.00;0.00;5.50;3.80;0.00;0.00;3.40;0.00;1.36;0.00;0.00;2.21;2.21;0;0;1;0;1;0;0;1;1
232;40;2;50.00;0;1.00;755;412;702;0;1;1;1;1;4;9;0.00;0.00;22.47;0.00;31.03;0.00;0.00;18.28;19.53;0.00;0.00;0.00;0.00;5.48;12.80;6.73;12.80;0.00;0.00;7.80;0.00;7.80;0.00;0.00;10.32;10.32;0.80;0.00;0.90;0.00;0.00;2.08;4.30;0.00;0.00;1.70;0.00;0.68;0.00;0.00;1.46;1.05;0;0;1;0;1;0;0;1;1
